id,split,V,A,D,teks
Nathans_Bylichka_19235_19396,test,3.0,3.25,3.25,"""Tepat di sudut ini,"" katanya, menyela serangan panikku yang imanen, ""kita akan berhenti dan berbelok tiga kali widdersh – eh, berlawanan arah jarum jam, lalu menghadap ke timur."
Nathans_Bylichka_19306_19396,train,2.8,3.0,3.3,"""Kita akan berhenti dan berbelok tiga kali Widdersh – eh, berlawanan arah jarum jam, lalu menghadap ke timur."
Nathans_Bylichka_19397_19415,train,3.0,2.6,3.3,"Timur seperti itu."""
Nathans_Bylichka_19416_19452,train,3.0,3.14,3.14,Dia menunjuk ke dinding di sebelah kanan kami.
Nathans_Bylichka_19453_19481,train,2.8,3.0,3.4,"""Jangan biarkan matahari membodohimu."
Nathans_Bylichka_19482_19553,train,3.0,3.43,3.43,"Kalau begitu aku akan menumpahkan sedikit darah, tapi jangan khawatir, tidak satupun dari milikmu."""
Nathans_Bylichka_19554_19625,train,2.9,2.9,2.9,"Aku berkedip padanya, tapi dia terus berjalan sampai kami mencapai sudut."
Nathans_Bylichka_19626_19694,train,3.0,3.2,3.2,"""Oke, kamu mungkin merasa konyol, tapi belok saja tiga kali ke kiri."
Nathans_Bylichka_19695_19724,train,2.89,2.67,3.22,"Cobalah untuk tetap bersamaku."""
Nathans_Bylichka_19725_19845,train,2.6,3.1,2.8,"Kami berputar sekitar tiga kali, dan kemudian sesuatu melintas di tangan Nepthys dan dia menyemprotkan darah ke debu."
Nathans_Bylichka_1980_2031,train,2.6,3.2,3.0,"""Entahlah... Itu akan menjadi hanya kita malam ini."
Nathans_Bylichka_19846_19924,train,2.6,3.3,2.8,"Darah menyala segera setelah menyentuh tanah, dan saya melompat mundur."
Nathans_Bylichka_19925_20022,test,2.9,2.7,2.8,"Ketika semuanya terbakar, garis tipis kusen pintu muncul di dinding di seberang sudut kami."
Nathans_Bylichka_20023_20106,train,2.78,3.0,3.0,"Nepthys berjalan ke arahnya dan menempelkan telapak tangannya yang berdarah ke sana, membuka pintu."
Nathans_Bylichka_20107_20124,train,3.0,3.0,3.0,"""Apakah kamu datang?"""
Nathans_Bylichka_20137_20264,train,3.0,3.0,3.0,"Kami menyelinap melewati pintu dan keluar, bukan di dalam gedung, tetapi di jalan yang sibuk di bagian kota yang sama sekali berbeda."
Nathans_Bylichka_20265_20408,train,3.0,2.87,3.13,"Langit, menangkupkan bangunan jongkok, kurang kuning di sini, dan berdiri didirikan di mana-mana seperti yang saya bayangkan pasar di Timur Tengah."
Nathans_Bylichka_2032_2069,train,2.5,2.9,2.6,"Aku tidak yakin aku bangun untuk keluar malam."""
Nathans_Bylichka_20409_20495,train,3.0,2.8,3.0,"Nepthys segera membawa kami ke kanan, di mana dia membawa kami ke sebuah gerobak berisi tumbuh-tumbuhan."
Nathans_Bylichka_20496_20587,train,3.1,2.9,2.9,"Udara berbumbu yang berkeliaran di sekitar gerobak membawa tarragon, rosemary, dan aroma yang tidak bisa saya tempatkan."
Nathans_Bylichka_20588_20750,dev,3.29,2.86,3.14,Benda yang merawat gerobak mengingatkanku pada ulat dari Alice in Wonderland: ia memiliki kualitas orang bijak mimpi opium yang sama yang selalu kuberikan pada ulat itu.
Nathans_Bylichka_2070_2112,train,3.1,1.8,3.1,Saya merasa tenang dan pribadi malam itu.
Nathans_Bylichka_20751_20942,test,3.0,3.0,3.0,"Lengannya tipis dan cukup panjang untuk meraih tumbuhan apa pun dari bantalnya di tengah gerobak, dan dengan batang tubuhnya yang panjang dan berbahu banyak, ia naik di atas kepala kami bahkan saat duduk."
Nathans_Bylichka_20943_21034,train,3.0,2.8,3.1,"Wajahnya kecil dan keriput, dengan kacamata asap seukuran sen seimbang di hidungnya yang tipis."
Nathans_Bylichka_21035_21090,train,3.2,3.0,3.2,"""Apakah tuan-tuan mau membeli beberapa ramuan bagus?"""
Nathans_Bylichka_21091_21100,train,3.0,3.0,3.0,tanyanya.
Nathans_Bylichka_21101_21164,train,3.11,2.78,3.11,"""Tidak ada yang lebih baik untuk membumbui makanan, atau lebih murni untuk mencampur ramuan."
Nathans_Bylichka_2113_2251,train,2.67,3.17,2.67,"Sepertinya kegelapan malam ini kecil dan pribadi, menangkupkan tangan menawarkan tempat untuk dua orang, bukan kegelapan yang menyala dan terbuka dari rave."
Nathans_Bylichka_21165_21227,test,3.29,3.0,3.0,"Tolong, biarkan dirimu menghirup aroma halus dari ramuan ini. """
Nathans_Bylichka_21240_21267,train,2.89,3.0,3.33,"""Kami di sini bukan untuk menjelajah,"""
Nathans_Bylichka_21240_21285,train,2.67,2.78,3.33,"""Kami di sini bukan untuk menjelajah,"" kata Nepthys kepadanya."
Nathans_Bylichka_21286_21329,train,3.0,2.9,3.0,"""Kami ingin melihat seorang pria tentang bawang putih."""
Nathans_Bylichka_21342_21360,train,2.18,2.91,2.82,Benda itu mengerutkan kening.
Nathans_Bylichka_21361_21426,train,3.4,3.2,3.2,"""Kami punya banyak siung bawang putih yang bagus di sini di gerobak, Pak."
Nathans_Bylichka_21427_21433,train,2.9,2.8,2.6,"Jika - """
Nathans_Bylichka_21446_21468,train,3.14,3.0,3.14,"""Kamu tahu maksudku."
Nathans_Bylichka_21469_21523,test,3.64,3.45,2.91,"Tolong, jika kita bisa melihatnya, kita akan sangat berkewajiban."
Nathans_Bylichka_21524_21588,train,3.1,2.6,3.3,"Saya membayangkan bahwa orang-orang tidak datang ke sini karena alasan yang tidak penting."""
Nathans_Bylichka_21601_21624,train,2.8,2.8,3.2,Itu mendesis sambil berpikir.
Nathans_Bylichka_21625_21637,train,3.1,2.7,3.1,"""Benar, benar."
Nathans_Bylichka_21638_21749,train,3.0,2.7,3.1,"Langkah di belakang gerobak dan masuk melalui pintu di sana, menggunakan tangan kiri Anda untuk membuka pintu dan kanan Anda – """
Nathans_Bylichka_21750_21783,dev,3.0,3.0,3.1,"Dia menatapku ""– untuk menutupnya."""
Nathans_Bylichka_21766_21783,train,2.9,2.9,3.0,""" – untuk menutupnya."""
Nathans_Bylichka_21796_21808,train,3.9,3.1,3.2,"""Terima kasih."""
Nathans_Bylichka_21809_21862,train,3.14,3.14,3.14,Nepthys membungkuk sedikit dan kami berjalan di belakang gerobak.
Nathans_Bylichka_21875_21930,train,3.0,3.6,3.0,Kait terbuka di bawah tangan kiri Nepthys dengan klak!
Nathans_Bylichka_21931_21991,train,2.9,2.9,2.9,Pintu membawa kami ke dasar tangga kayu.
Nathans_Bylichka_21992_22016,dev,3.0,2.62,2.88,Di bagian atas ada satu pintu.
Nathans_Bylichka_22017_22028,train,3.0,2.88,3.0,Kami masuk.
Nathans_Bylichka_22041_22100,train,2.86,2.86,3.14,"Kamar itu memiliki tempat tidur, rak buku, dan meja dengan satu kursi."
Nathans_Bylichka_22101_22209,train,3.0,3.0,2.9,Satu-satunya cahaya berasal dari lilin sekarat di atas meja yang percikannya mengukir bayangan di dinding yang berpapan kasar.
Nathans_Bylichka_22210_22244,train,2.7,2.8,2.8,Di tempat tidur ada seorang pria kecil dan usang.
Nathans_Bylichka_22245_22283,train,2.9,3.1,3.0,Saya mencium bau rambut kusut dan keripik cedar.
Nathans_Bylichka_22284_22335,test,2.9,2.8,3.1,Dia membuka satu mata ketika kami masuk tetapi tidak bergerak.
Nathans_Bylichka_22348_22393,train,3.1,3.2,3.2,"""Kami di sini untuk informasi tentang vampir,"""
Nathans_Bylichka_22348_22407,train,3.0,2.9,3.0,"""Kami di sini untuk informasi tentang vampir,"" kata Nepthys."
Nathans_Bylichka_22420_22431,train,1.9,4.3,2.9,"""Oh, sial!"""
Nathans_Bylichka_22432_22439,test,3.0,2.8,3.4,Saya bilang.
Nathans_Bylichka_22452_22464,train,2.4,3.0,2.8,"""Maaf, Nak."
Nathans_Bylichka_22465_22536,train,3.0,2.8,2.8,"–Maukah Anda membantu kami mengidentifikasi seseorang?"""
Nathans_Bylichka_22549_22598,train,2.8,3.4,3.0,"""Tunggu, Nepthys—kau tidak mengatakan apa-apa tentang vampir."
Nathans_Bylichka_22599_22669,train,2.71,3.0,2.86,"Terus terang, aku tidak tahu apakah kita bisa melakukan sesuatu terhadap vampir."
Nathans_Bylichka_22670_22746,test,2.7,3.1,2.9,Ada seluruh industri di dunia saya yang didasarkan pada betapa tidak dapat dibunuhnya mereka.
Nathans_Bylichka_22747_22812,train,2.5,3.0,3.0,"Apakah ... Lihat, apakah mereka seburuk yang dipikirkan orang-orang di duniaku?"""
Nathans_Bylichka_2281_2324,dev,3.56,3.56,3.67,"Sudah lebih dari seminggu, dan saya ingin menari."
Nathans_Bylichka_22825_22839,train,2.56,2.78,2.67,"""Entahlah."
Nathans_Bylichka_22840_22951,test,3.09,3.18,3.27,"Mereka hampir sama langkanya di sini, dan aku belum pernah mendengar cerita yang dapat dipercaya tentang seseorang yang berhasil melawan vampir."""
Nathans_Bylichka_22964_22993,train,2.44,2.89,2.89,"""Hanya tidak berhasil, kan?"""
Nathans_Bylichka_23006_23053,train,2.87,2.88,2.75,"""Tidak, orang-orang itu biasanya tidak meninggalkan cerita."""
Nathans_Bylichka_23066_23138,train,3.7,3.4,3.4,"""Oh, terima kasih, Nepthys, atas kisah pengalaman Anda yang menginspirasi kepercayaan diri."
Nathans_Bylichka_23139_23199,train,2.88,2.88,3.38,"Jadi mereka mungkin lebih buruk dari yang kita pikirkan, oke, itu bagus."
Nathans_Bylichka_23200_23324,train,2.9,3.0,3.0,"Sekarang bisakah kamu memberitahuku apa rencana utama seranganmu sebelum kita berputar berlawanan arah jarum jam menjadi novel Anne Rice?"""
Nathans_Bylichka_2325_2391,train,3.56,3.44,3.33,"Ayo pergi bersama, kamu tahu kamu akan bersenang-senang begitu kamu masuk ke dalamnya."""
Nathans_Bylichka_23337_23484,train,2.4,3.2,3.4,"""Rencana saya adalah Anda tutup mulut ketika kami mencoba melakukan bisnis dengan seseorang yang mungkin bisa memberi tahu kami apa yang sebenarnya kami hadapi."
Nathans_Bylichka_23485_23490,test,2.91,2.82,3.0,Oke?
Nathans_Bylichka_23491_23527,train,3.0,3.1,3.2,"Jangan lupa, dia pacarmu."
Nathans_Bylichka_23528_23573,train,2.9,3.1,3.2,Sekarang tenanglah saat saya berbicara dengan pria ini.
Nathans_Bylichka_23574_23616,train,3.37,3.63,3.12,"Aku bisa mendengar detak jantungmu dari sini."""
Nathans_Bylichka_235_544,train,2.91,3.09,3.27,"Itu masuk melalui darah ibuku; nenek Rusia saya akan selalu menceritakan kisah, bylichka, tentang leluhur dengan ""pandangan kedua"", pemilik pabrik bodoh yang menemukan kantong emas setelah melepaskan ikan khusus dari kail mereka, dan orang asing gelap yang dulu muncul untuk membantu atau mengganggu pada saat-saat penting."
Nathans_Bylichka_23629_23660,train,2.29,3.0,2.43,Aku diam dan mencoba bernapas.
Nathans_Bylichka_23661_23729,train,3.0,2.8,3.0,"Nepthys berbalik ke pria kecil di tempat tidur, yang tidak bergerak."
Nathans_Bylichka_23730_23760,train,2.4,2.5,2.6,"""Tolong, terima permintaan maaf kami."
Nathans_Bylichka_23761_23834,train,3.09,2.73,3.09,"Seperti yang Anda lihat, situasi kita adalah kepentingan pribadi bagi pemuda itu."
Nathans_Bylichka_23835_23918,train,2.55,3.55,2.55,Sekarang: bolehkah kami mengajukan beberapa pertanyaan tentang seseorang yang kami yakini sebagai vampir?
Nathans_Bylichka_23919_23951,train,3.44,3.33,2.89,"Ini akan sangat membantu kami."""
Nathans_Bylichka_2392_2486,train,2.0,3.5,2.62,"Dia menggigit bagian dalam bibir bawahnya, menatapku seperti aku menghancurkan hatinya yang malang dan manis."
Nathans_Bylichka_23964_24044,test,2.55,2.73,2.73,Pria kecil itu menarik napas keras yang mati di udara sempit ruangan kayu itu.
Nathans_Bylichka_24045_24140,dev,2.75,3.12,3.0,"Akhirnya, dengan suara serak terjepit, dia berkata, ""Informasi saya murni untuk keperluan seorang kolektor."
Nathans_Bylichka_24082_24140,train,3.25,2.88,3.37,"""Informasi saya murni untuk keperluan seorang kolektor."
Nathans_Bylichka_24141_24201,train,2.88,3.12,3.5,"Saya tidak ingin memberikan bantuan kepada seseorang yang akan menyakiti."""
Nathans_Bylichka_24214_24294,train,2.8,3.3,3.4,"""Tuan, kami hanya ingin mengetahui apakah orang ini, pada kenyataannya, vampir."
Nathans_Bylichka_24295_24380,train,3.54,3.18,2.73,"Jika ada anugerah yang Anda ingin kami lakukan sebagai balasannya, kami akan senang melakukannya. """
Nathans_Bylichka_24393_24447,train,2.7,3.3,3.1,"Dia terus berbaring di tempatnya, masih terengah-engah."
Nathans_Bylichka_24448_24476,train,2.8,3.1,2.9,Saya mencoba untuk tetap tenang.
Nathans_Bylichka_24505_24559,train,3.0,3.0,3.0,"""Saya membutuhkan batu tertentu yang pernah saya miliki."
Nathans_Bylichka_24560_24624,test,3.2,3.1,2.9,"Itu akan memungkinkan saya untuk meninggalkan tempat tidur ini, meskipun penyakit saya saat ini."
Nathans_Bylichka_24625_24722,train,2.6,3.2,2.8,"Masalah saya adalah bahwa itu tidak dibuat di alam ini, tetapi oleh manusia, dan hanya manusia yang dapat menanganinya."
Nathans_Bylichka_24776_24839,train,3.0,2.67,3.33,"Jika Anda mau mengambilkan saya batu ini, saya akan memberi tahu Anda apa yang saya bisa."""
Nathans_Bylichka_24852_24892,train,3.12,3.12,3.0,"""Tentu saja kami akan mengambilkanmu batu itu,"""
Nathans_Bylichka_24852_24913,train,3.0,2.9,3.1,"""Tentu saja kami akan mengambilkanmu batu itu,"" Nepthys meyakinkannya."
Nathans_Bylichka_24914_24936,train,3.7,3.2,3.1,"""Terima kasih kami."""
Nathans_Bylichka_24949_25020,dev,2.9,2.9,2.9,"Di luar, benda di gerobak ramuan mengangguk ketika kami menyebutkan batu itu."
Nathans_Bylichka_25116_25252,train,2.8,3.3,3.0,"Ketika kami sampai di jalan, aku mengharapkan semacam kuil, atau deretan barang antik, atau setidaknya pedagang peninggalan pasar gelap yang jorok."
Nathans_Bylichka_25253_25382,train,2.91,3.09,3.0,"Sebaliknya, sepertinya kami berada di distrik lampu merah: wanita yang mungkin menginginkan lebih dari uang kami menatap kami dari gang-gang."
Nathans_Bylichka_25383_25435,train,2.7,3.3,3.2,Nepthys tidak perlu memperingatkanku untuk tidak berbicara dengan mereka.
Nathans_Bylichka_2540_2554,train,3.22,3.11,3.22,"""Oke, Rachel."
Nathans_Bylichka_25436_25608,train,3.0,3.1,2.9,"Dia membawa kami ke pintu sebuah bangunan seperti pagoda pendek yang memiliki tanda tergantung di atasnya menunjukkan wajah dengan tangan terangkat, seperti orang suci di bawah cahaya Tuhan, dan diborgol."
Nathans_Bylichka_2555_2588,train,3.0,3.1,2.9,"Ayo pergi, kamu mungkin benar."""
Nathans_Bylichka_25622_25710,train,3.1,2.9,3.0,"Di dalam, ruang masuk digantung dengan sutra cerah dan tersebar dengan bantal beludru."
Nathans_Bylichka_25711_25864,train,2.6,3.2,3.2,Layar oranye cabul dan hijau yang menghina musim semi tergantung terbungkus merah yang mungkin sensual di tempat lain tetapi di sini hanya ofensif.
Nathans_Bylichka_25865_25926,train,3.1,3.2,3.1,"Seorang wanita besar, dengan dekorasi yang sama, dengan cepat melayang ke arah kami."
Nathans_Bylichka_25939_25965,train,3.5,3.0,3.2,"""Selamat malam, Tuan-tuan,"""
Nathans_Bylichka_25939_25975,test,3.63,2.91,3.18,"""Selamat malam, Tuan-tuan,"" katanya."
Nathans_Bylichka_25976_26016,train,3.11,3.11,2.89,"""Bolehkah saya mengundang Anda untuk minum teh?"""
Nathans_Bylichka_2601_2797,train,3.7,3.6,3.0,"Dia menyeringai dan memberiku ciuman di seberang meja, bibirnya lembut dan tegas dan menempel cukup sehingga dia memberi perasaan kamu benar-benar berciuman, tidak hanya menekan wajahmu ke wajah orang lain."
Nathans_Bylichka_26029_26045,test,2.8,2.6,3.2,"""Tidak, terima kasih,"""
Nathans_Bylichka_26029_26110,train,2.5,2.9,3.0,"""Tidak, terima kasih,"" kata Nepthys, ""kami menyesal tidak bisa menerima tawaran baik Anda."
Nathans_Bylichka_26060_26148,dev,3.0,3.0,3.14,"""Kami menyesal bahwa kami tidak dapat menerima tawaran baik Anda. Apakah Anda pemilik toko ini?"""
Nathans_Bylichka_26111_26148,train,3.0,3.1,3.0,"Apakah Anda pemilik toko ini?"""
Nathans_Bylichka_26161_26167,test,3.4,3.2,3.3,"""Iya,"""
Nathans_Bylichka_26161_26187,test,3.29,3.14,3.14,"""Ya,"" jawab wanita itu."
Nathans_Bylichka_26188_26225,train,3.29,2.86,2.86,"""Saya Nyonya Entera, siap melayani Anda."
Nathans_Bylichka_26325_26347,train,2.9,3.0,3.0,Dia mengangkat alis.
Nathans_Bylichka_26348_26357,train,3.1,2.8,3.0,"""Benarkah?"
Nathans_Bylichka_26358_26415,train,2.78,2.89,3.33,"Yah, kami tidak mendapatkan banyak pelanggan yang bertanya tentang barang itu."
Nathans_Bylichka_26416_26439,train,3.0,3.1,3.1,"Tolong, berjalanlah ke sini."""
Nathans_Bylichka_26452_26577,train,3.0,2.88,3.12,Dia membawa kami melewati sutra dan melalui lengkungan yang dihiasi dengan gambar kapal kayu dan apa yang tampak seperti suku Afrika.
Nathans_Bylichka_26578_26735,train,3.25,2.75,3.25,"Kamar sebelah memiliki mosaik dari apa yang bisa menjadi Roma, dengan orang-orang dalam tunik sederhana bekerja di kebun anggur di satu dinding dan orang-orang dengan topi floppy aneh di sisi lain."
Nathans_Bylichka_26736_26824,train,3.0,3.1,2.9,"Setelah ini, kami menaiki tangga dan melewati deretan pintu yang dilarang di luar."
Nathans_Bylichka_26837_26849,train,2.9,2.7,2.9,"""Permisi,"""
Nathans_Bylichka_26890_26934,train,3.0,3.1,3.1,"""Tapi bolehkah aku bertanya apa yang disimpan di kamar-kamar ini?"""
Nathans_Bylichka_26947_26965,test,3.86,3.0,2.86,Wanita itu tertawa.
Nathans_Bylichka_26966_27000,train,3.2,3.0,3.3,"""Kenapa, barang dagangannya, tentu saja,"""
Nathans_Bylichka_26966_27010,dev,3.0,2.9,3.0,"""Kenapa, barang dagangannya, tentu saja,"" katanya."
Nathans_Bylichka_27024_27055,train,3.14,3.0,3.14,Nepthys mencondongkan tubuh ke dekat telingaku.
Nathans_Bylichka_27056_27079,train,2.37,3.13,3.0,"""Ini adalah toko budak,"""
Nathans_Bylichka_27056_27101,train,2.12,3.12,2.5,"""Ini adalah toko budak,"" jelasnya pelan."
Nathans_Bylichka_27114_27183,train,3.0,3.0,3.0,"Wanita itu berhenti di depan pintu lain, yang ini tidak dilarang tetapi dikunci."
Nathans_Bylichka_27184_27359,train,3.0,2.88,3.0,"Saat dia mengeluarkan kuncinya, dia berkata, ""Kami sebagian besar berurusan dengan perdagangan yang cukup biasa, tetapi ada beberapa pelanggan dengan kebutuhan yang lebih tidak biasa dan orang-orang yang bersedia menjual barang-barang yang tidak biasa."
Nathans_Bylichka_27222_27359,train,3.0,2.75,3.0,"""Kami sebagian besar berurusan dengan perdagangan yang cukup biasa, tetapi ada beberapa pelanggan dengan kebutuhan yang lebih tidak biasa dan orang-orang yang bersedia menjual barang-barang yang tidak biasa."
Nathans_Bylichka_27360_27435,train,3.22,3.0,3.0,"Kami memiliki jin, penyihir kontrak, bahkan golem dan elf sesekali."
Nathans_Bylichka_27436_27478,train,3.0,3.0,3.0,Ini adalah salah satu barang asing.
Nathans_Bylichka_27479_27562,train,3.0,2.38,3.5,Sudah ada dalam koleksi kami selama beberapa tahun karena hanya manusia yang dapat mengaktifkannya.
Nathans_Bylichka_27563_27674,train,2.57,3.0,2.86,"Jika kita hanya memiliki manusia di staf kita, kita bisa melakukannya berabad-abad yang lalu dan menjualnya, tetapi kita tidak seberuntung itu. """
Nathans_Bylichka_27675_27785,train,3.0,3.0,2.62,Dia membuka pintu dan membawa kami melewati beberapa pintu yang ditandai dengan desain geometris aneh ke ruangan lain yang terkunci.
Nathans_Bylichka_27786_27799,train,3.09,3.0,3.18,"""Ini dia,"""
Nathans_Bylichka_27786_27809,train,3.0,2.9,2.8,"""Ini dia,"" katanya."
Nathans_Bylichka_27822_27989,train,3.0,3.0,3.0,"Dengan berkembang, dia membuka pintu untuk mengungkapkan sebuah ruangan dengan dinding bertatahkan lapis dan kawat emas, pola rumit seperti kotak perhiasan Tsar merangkak menuruni dinding."
Nathans_Bylichka_27990_28125,test,3.1,3.2,3.1,"Di tengahnya, di bawah tombak, cahaya putih, adalah meja emas terbungkus kain beludru biru, di mana tergeletak batu abu-abu seukuran plum."
Nathans_Bylichka_2811_2865,train,2.83,3.17,3.33,"""Jangan kacau malam ini, oke, Rache?"
Nathans_Bylichka_28138_28159,train,3.5,3.5,3.3,"""Sebuah keajaiban, bukan?"""
Nathans_Bylichka_28160_28169,train,3.0,3.0,3.0,Ucapnya.
Nathans_Bylichka_28170_28230,train,3.67,3.5,3.17,"""Batu seperti itu bisa menyimpan begitu banyak sihir – itu menakjubkan."""
Nathans_Bylichka_28243_28256,train,3.0,2.75,2.88,"""Itu adalah,"""
Nathans_Bylichka_28243_28277,train,3.0,3.0,3.0,"""Itu benar,"" Nepthys meyakinkannya."
Nathans_Bylichka_28278_28320,train,3.0,3.22,3.0,"""Apa yang akan meyakinkanmu untuk berpisah dengannya?"""
Nathans_Bylichka_28372_28415,test,3.0,2.7,3.3,"""Kamu tidak akan memberiku manusia, kan?"
Nathans_Bylichka_28416_28419,train,2.5,2.88,3.25,Tidak
Nathans_Bylichka_28416_28420,train,2.29,3.43,4.0,"Tidak,"""
Nathans_Bylichka_28421_28497,train,2.9,2.9,3.0,"Dia berkata, melihat ekspresinya, ""Itu akan membuat batu itu agak tidak berguna."""
Nathans_Bylichka_28454_28497,dev,2.75,3.0,3.0,"""Itu akan membuat batu itu agak tidak berguna."""
Nathans_Bylichka_28498_28575,dev,3.4,3.2,3.0,"Namun demikian, dia memberi saya apa yang hanya bisa saya gambarkan sebagai ""pandangan menilai""."
Nathans_Bylichka_28555_28574,train,3.3,2.9,3.3,"""Menilai Glance"""
Nathans_Bylichka_28576_28622,train,3.86,3.43,3.43,Saya tidak pernah merasa begitu dinilai sepanjang hidup saya.
Nathans_Bylichka_28623_28642,train,3.6,3.0,3.1,"""Dia terlihat sehat,"""
Nathans_Bylichka_28623_28685,train,3.0,3.4,3.2,"""Dia terlihat sehat,"" katanya, ""bagaimana dengan satu liter darahnya?"""
Nathans_Bylichka_28653_28685,train,2.75,3.25,3.37,"""Bagaimana dengan satu liter darahnya?"""
